,productName,brand,price,fabricType,closureType,countryOfOrigin,describe,productDescription,ratings,rate
276,Dickies Men's Cooling Hybrid Utility Pants, Dickies,41.39,"72% Cotton,25% Polyamide,3% Elastane",Zipper,Bangladesh,Sits slightly below waist; regular fit; straight leg,Stay cool on the job no matter how much you bend with these flexible Dickies Cooling Utility Pants. Pockets are everywhere on these smooth-fitting pants. Hidden touches like mesh pocket bags and the responsive Temp-iQ® fabric technology keep you cool all day.,47.0,4.3
277,Propper Men's Edgetec Tactical Pants, Propper,39.99,100% Polyester,Zipper,China,"UNIFORM READY: Look professional in the ultra comfortable, lightweight EdgeTec Tactical Pant; This budget-friendly cargo pant works best as part of a security or corrections officer uniform or for the range, outdoors, hiking, travel, and casual wear","Pockets where you need them, ultra-comfortable and lightweight durability that lasts, the Men's 7-Pocket EdgeTec Tactical Pant delivers the performance you need in the field.",62.0,4.3
278,Buffalo David Bitton Men's Non-Denim Straight Leg Six French Terry Pants with Cotton Blend Stretch, Buffalo David Bitton,62.3,"98% Cotton, 2% Elastane",Zipper,USA,"Premium Cotton Blend Material: Crafted from a high-quality cotton blend fabric, these non-denim pants offer exceptional stretch and flexibility for all-day comfort.","Crafted from a premium cotton blend stretch fabric, these pants promise breathability, durability, and the perfect amount of flexibility. This ensures that you stay comfortable and unrestricted.",31.0,3.9
279,Ariat mens Flame Resistant M3 Loose Basic Stackable Straight Leg Jean, ARIAT,57.95,"75% Cotton, 24% Polyester, 1% Spandex",Zipper,Mexico,Two times more durable,"Nothing measures up to these jeans. The 100 percent ring spun cotton denim is flame resistant and hrc 2 rated. They're dark washed with light hand sanding and tacking to give them a worn in look. Tailored with a boot cut leg opening and low-rise waist. These jeans feature no-rub comfort inseams, extra deep front pockets and anchored belt loops. Atpv 9.5, nfpa 70e, nfpa 2112 rated.",416.0,4.5
280,Dickies Men's Relaxed Fit Cargo Work Pants, Dickies,42.0,"65% Polyester, 35% Cotton",Zipper,Honduras,Wrinkle-resistant,"These Men's Relaxed Fit Cargo Work Pants make hard work easier. Designed with an ultra-durable, relaxed fit twill blend that wears in comfortably, the pants feature a wrinkle-resistant and stain-resistant fabric that is both easy to care for and built to go the distance. Its signature, wide-tunnel belt loops help evenly distribute weight, and its convenient hook-and-bar waist closure ensures a comfortable fit. Keep your work gear at hand in the pleated cargo pockets and welted back pockets. Our Relaxed Fit Cargo Work Pants may soon become your new favorite workwear staple.",1.0,Không có
281,Amazon Essentials Men's Skinny-Fit Stretch Jean, Amazon Essentials,28.5,"98% Cotton, 2% Elastane",Button,India,"SKINNY FIT: Snug fit through hip, thigh, and leg; sits below the waist.","Amazon Essentials is focused on creating affordable, high-quality, and long-lasting everyday clothing you can rely on. Our line of men's must-haves includes polo shirts, chino pants, classic-fit shorts, casual button-downs, and crew-neck tees. Our consistent sizing takes the guesswork out of shopping, and each piece is put to the test to maintain the highest standards in quality and comfort.",16415.0,4.3
282,Nautica Men's Beacon Pant, Nautica,54.99,"97% Cotton, 3% Spandex",Zipper,Indonesia,Flat front pant featuring front side hand pockets and rear button through welt pockets,Không có,520.0,4.5
283,"Perry Ellis Portfolio Men's Double Pleated Dress Pants with Elastic Waist, Classic Fit, Stretch Non-iron Fabric", Perry Ellis,42.89,100% Polyester,Zipper,Vietnam,"MOISTURE WICKING: These double pleated dress pants for men feature innovative built-in moisture-wicking technology, which efficiently pulls sweat and moisture away from the body to help you stay dry, cool, and comfortable.","Experience the ultimate in comfort and style with these double pleated dress pants for men. Featuring innovative built-in moisture-wicking technology, they keep you dry and cool throughout the day. Ideal for business travelers, they're non-iron, ensuring a wrinkle-free look from morning to night. With a classic fit featuring double pleats for a vintage touch, cuffed bottoms, and a subtle textured finish, these slacks offer sophistication for any occasion. The elastic waist and performance stretch provide a comfortable fit that adapts to your movements, perfect for office wear or formal events. Available in big and tall sizes and various inseams, from 29” to 34”, you can find the perfect tailored fit to match your preference and elevate your comfort effortlessly. Pair them with your favorite button-down shirt for a polished look.",1032.0,4.5
284,Red Kap Men's Wrinkle-Resistant Cotton Work Pant, Red Kap,30.49,100% Cotton,Zipper,Mexico,"Pant label length may state a finished dimension (34U, 36U, 37U) depending on the style, as items are cut to order.","Red Kap Mens Multi-Pocketed Wrinkle Resistant Work Pants. Preshrunk cotton engineered for superior moisture management, color retention and wrinkle resistance to keep you looking fresh, all-day. Back outlet waistband makes for easy alterations. Sturdy brass zipper and button closure.",1152.0,3.9
285,"Champion Men'S Shorts, Lightweight Lounge, Casual Jersey Knit Men'S Shorts, Weekend Shorts (Reg. Or Big & Tall)", Champion,16.25,100% Cotton,Drawstring,Honduras,"THE FIT - Standard-fit shorts for men with a 9"" inseam that hits at the knee.","Champion Men'S Shorts, Lightweight Lounge, Casual Jersey Knit Men'S Shorts, Weekend Shorts (Reg. Or Big & Tall)",61616.0,4.4
286,Lee Men's Extreme Motion Relaxed Straight Jean, Lee,39.9,"97% Cotton, 3% Spandex",Zipper,Bangladesh,"MADE FOR HOW YOU MOVE. Motion, versatility, and performance are exactly what puts the Extreme Motion Relaxed Straight Leg jeans in a league of their own. They're crafted for all-day comfort from a blend of cotton and performance stretch.","Lee is an iconic American denim and casual apparel brand that's been making legendary product for legendary people since 1889. With over 130 years of purposeful design and craftsmanship, we know a thing or two about style. Fueled by our core values of authenticity, integrity, and drive, we create products our customers love, time and time again. From uniquely styled jeans, pants, and shorts to on-trend shirts and jackets, our movement-inspired innovations, versatile styling, and superior fit have inspired generations.",9.0,3.8
287,ARIAT mens Rebar M4 Relaxed Durastretch Made Tough Stackable Straight Leg Pant, ARIAT,49.95,"82% Cotton, 17% Repreve recycled polyester, 1% Spandex",Button,Vietnam,Triple needle stitching at stress points,"Rebar M4 Low Rise DuraStretch Made Tough Stackable Straight Leg Pant Rebarâ„ Made Tough DuraStretch Work Pants deliver strength minus the stiffness or bulk. Built-in stretch provides exceptional comfort and mobility. Our straight leg style features triple-needle stitching for added durability. 9 oz DuraStretch canvas Utility pocket and pen slot Carabiner loop Triple needle stitching at stress points 99% cotton, 1% spandex.",673.0,4.5
288,Helly-Hansen Mens Dubliner Waterproof Windproof Rain Pant, Helly-Hansen,53.42,100% Polyester,Button,China,Great-fitting and versatile waterproof pants with quick-dry lining.,"A great-fitting, versatile Helly tech jacket for men. Featuring a waterproof, breathable and windproof fabric, fully seam sealed protection, and a quick-dry lightweight lining add to the comfort in both warm and cold weather. founded in Norway in 1877, Helly Hansen continues to develop their apparel through a blend of Scandinavian design and insights drawn from living among some of the harshest environments on earth. The brand represents the optimal combination of performance, protection and style. The company has a long list of first-to-market innovations including the first supple, waterproof fabrics more than 130 years ago, the first fleece fabrics in the 1960s, the first technical base layers made with Lifa stay dry technology in the 1970s and today's award winning and patented h2flow temperature regulating technology. Helly Hansen is the global leader in technical sailing apparel.  its ski uniforms are worn by more than 50,000 professionals across 100+ski resorts and mountain guiding operations around the world, as well as national ski teams, Olympians and discerning outdoor enthusiasts. Technically engineered and real-world tested, all Helly Hansen garments are fully warranted against defects in materials and workmanship. Should any garment's key features or functions fail due to a manufacturing defect, we will repair it without charge or provide a replacement.  all Helly Hansen technical outerwear garments (Helly tech, Helly tech xp and Helly tech O2) are covered by a limited lifetime warranty, this policy does not cover normal wear and tear on the product.",81.0,4.1
289,Wrangler Mens George Strait Cowboy Cut Original Fit Jeans, Wrangler,39.99,100% Cotton,Zipper,Mexico,"ORIGINAL FIT. Designed with a functional fit in mind, these jeans are made to stack over your favorite pair of boots. Constructed with a comfortable fit In the waist, seat and thigh, this jean is made for both function and comfort.",Wrangler Mens George Strait Cowboy Cut Original Fit Jeans,4770.0,4.6
290,Kenneth Cole REACTION Men's Skinny Fit Stretch Dress Pant, Kenneth Cole REACTION,105.0,"67% Polyester, 28% Viscose, 5% Elastane",Hook and Bar,Vietnam,FEATURES: This flat front skinny fit pant features a hook and bar closure with a fly front. The off seam pocket design and single welt button through back pocket is what gives this pant a sophisticated yet modern look.,"Just like the trusty comfort dress pants you know and love, we steered over to making our fabrics more innovative so they perform and keep up with your busy lifestyle. Cut in a skinny fit, these pants offer stretch and mobility when you need it most in your day. PRO STYLE TIP: For a Pair these pants with your favorite T-shirt and sneakers. To dress this pant up a bit, toss on a solid blazer to balance out the laid back look.",116.0,4.2
291,HAGGAR Mens The Active Series Slim/Straight Fit Flat Front Pant, Haggar,37.59,"94% Cotton, 6% Elastane",Button,Cambodia,"SLIM/STRAIGHT FIT: When you want the in-between fit but not quite as slim in the leg as a slim fit, this pant is the one to reach for! Featuring a flex waistband, stretch blend fabric, scoop front pockets, patch back pockets and roll hem.",HAGGAR Mens The Active Series Slim/Straight Fit Flat Front Pant,209.0,4.4
292,Wrangler Men's Bootcut Jean, Wrangler,29.99,"84% Cotton, 15% Polyester, 1% Spandex",Zipper,Bangladesh,RELAXED FIT. This jean sits at the natural waistline and features a relaxed seat and thigh for the perfect amount of space. The bootcut legs will easily fit your favorite pair of boots in proper Western style.,"Look no further than Wrangler for authentic, stylish clothes you'll feel good in. We took our most timeless styles and elevated them to fit the modern man. From everyday basics like tailored jeans with performance-level comfort to denim shirts with western-inspired elements, you'll find everything you need to complete your outfit. Whether your look is modern, classic, or somewhere in between, you can't go wrong with Wrangler.",51.0,4.3
